Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,2010,35,39,0.3,0.9,0.8,50.0,41.6,48.8,34.4,13.42,7.97,3.79,1.66,1612,Europe and Central Asia
,2010,40,44,0.3,0.6,0.5,46.5,40.5,52.6,36.9,13.61,7.97,3.85,1.79,1506,Europe and Central Asia
,2010,45,49,0.2,0.6,0.4,46.6,41.2,52.6,35.7,12.64,7.98,2.90,1.77,1810,Europe and Central Asia
,2010,50,54,0.2,0.6,0.4,46.6,41.2,52.6,35.8,12.07,3.99,6.32,1.77,1846,Europe and Central Asia
,2010,55,59,0.2,1.2,1.1,49.2,39.7,49.4,31.4,11.77,3.99,6.17,1.61,1724,Europe and Central Asia
,2010,60,64,0.3,1.2,1.1,49.2,39.7,49.3,32.1,11.78,3.98,6.16,1.63,1341,Europe and Central Asia
,2010,65,69,0.9,11.4,9.8,54.2,28.5,33.5,21.7,10.10,3.93,5.06,1.10,1200,Europe and Central Asia
,2010,70,74,2.2,10.3,8.9,54.1,28.4,33.4,21.8,10.03,3.88,5.05,1.11,1506,Europe and Central Asia
,2010,75,+,15.3,25.9,19.2,41.2,17.0,17.6,11.3,7.04,3.25,3.21,0.58,2033,Europe and Central Asia
,2010,25,+,2.2,6.1,5.1,48.6,36.2,43.2,28.5,11.29,5.15,4.71,1.43,17979,Europe and Central Asia
,2010,15,+,1.8,8.2,7.0,47.1,34.5,42.9,26.2,11.11,4.90,4.82,1.38,21162,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Argentina,1950,15,19,10.9,66.5,27.8,22.6,5.4,0.0,0.0,5.67,4.88,0.79,0.00,772,Latin America and the Caribbean
,1950,20,24,9.0,81.0,35.3,9.7,6.4,0.3,0.1,5.21,4.77,0.43,0.01,777,Latin America and the Caribbean
,1950,25,29,9.0,81.0,33.9,9.7,6.4,0.3,0.2,5.17,4.72,0.43,0.01,720,Latin America and the Caribbean
,1950,30,34,12.6,79.3,33.2,7.6,4.8,0.4,0.3,4.85,4.50,0.34,0.01,647,Latin America and the Caribbean
,1950,35,39,12.6,79.3,30.1,7.6,4.8,0.4,0.3,4.75,4.39,0.34,0.01,602,Latin America and the Caribbean
,1950,40,44,16.6,76.1,28.9,7.0,4.4,0.3,0.2,4.51,4.19,0.31,0.01,534,Latin America and the Caribbean
,1950,45,49,16.6,76.1,28.3,7.0,4.4,0.3,0.2,4.49,4.16,0.31,0.01,448,Latin America and the Caribbean
,1950,50,54,30.5,65.4,24.3,3.9,2.4,0.2,0.2,3.61,3.43,0.18,0.01,366,Latin America and the Caribbean
,1950,55,59,30.5,65.4,24.3,3.9,2.4,0.2,0.2,3.61,3.43,0.18,0.01,288,Latin America and the Caribbean
,1950,60,64,30.5,65.4,24.3,3.9,2.4,0.2,0.2,3.61,3.43,0.18,0.01,226,Latin America and the Caribbean
,1950,65,69,30.5,65.4,23.1,3.9,2.4,0.2,0.2,3.57,3.38,0.18,0.01,159,Latin America and the Caribbean
,1950,70,74,30.5,65.4,23.1,3.9,2.4,0.2,0.2,3.57,3.38,0.18,0.01,102,Latin America and the Caribbean
,1950,75,+,30.5,65.4,23.1,3.9,2.4,0.2,0.2,3.57,3.38,0.18,0.01,108,Latin America and the Caribbean
,1950,25,+,18.2,74.7,28.9,6.7,4.2,0.3,0.2,4.43,4.12,0.30,0.01,4200,Latin America and the Caribbean
,1950,15,+,16.0,74.5,29.6,9.3,5.4,0.3,0.2,4.72,4.31,0.40,0.01,5749,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1955,15,19,7.5,65.3,27.3,26.8,6.4,0.3,0.0,6.10,5.14,0.95,0.01,801,Latin America and the Caribbean
,1955,20,24,13.6,74.1,32.3,10.6,7.5,1.7,0.4,5.18,4.58,0.55,0.04,797,Latin America and the Caribbean
,1955,25,29,11.1,77.9,33.9,10.1,6.7,0.9,0.6,5.20,4.69,0.48,0.03,790,Latin America and the Caribbean
,1955,30,34,11.1,77.9,32.6,10.1,6.7,0.9,0.6,5.15,4.64,0.48,0.03,724,Latin America and the Caribbean
,1955,35,39,13.1,77.0,32.2,9.0,5.7,1.0,0.7,4.98,4.52,0.43,0.03,646,Latin America and the Caribbean
,1955,40,44,13.1,77.0,29.3,9.0,5.7,1.0,0.7,4.88,4.42,0.43,0.03,597,Latin America and the Caribbean
,1955,45,49,15.2,75.2,28.6,8.6,5.5,0.9,0.7,4.75,4.30,0.41,0.03,524,Latin America and the Caribbean
,1955,50,54,15.2,75.2,27.9,8.6,5.5,0.9,0.7,4.72,4.28,0.41,0.03,435,Latin America and the Caribbean
,1955,55,59,22.9,69.3,25.7,6.9,4.3,0.9,0.6,4.24,3.87,0.34,0.03,349,Latin America and the Caribbean
,1955,60,64,22.9,69.3,25.7,6.9,4.3,0.9,0.7,4.24,3.87,0.34,0.03,267,Latin America and the Caribbean
,1955,65,69,23.0,69.7,25.9,6.5,4.1,0.8,0.7,4.21,3.86,0.32,0.03,201,Latin America and the Caribbean
,1955,70,74,22.9,69.6,25.8,6.7,4.2,0.8,0.7,4.22,3.87,0.33,0.03,132,Latin America and the Caribbean
,1955,75,+,22.9,69.6,25.8,6.7,4.2,0.8,0.7,4.22,3.87,0.33,0.03,133,Latin America and the Caribbean
,1955,25,+,15.1,75.2,29.9,8.8,5.6,0.9,0.7,4.81,4.36,0.42,0.03,4798,Latin America and the Caribbean
,1955,15,+,14.0,73.9,29.9,11.3,6.7,1.0,0.6,5.03,4.48,0.52,0.03,6396,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1960,15,19,3.9,64.5,31.0,29.7,7.5,1.9,0.0,6.73,5.55,1.14,0.04,857,Latin America and the Caribbean
,1960,20,24,4.7,70.1,35.1,21.2,15.9,4.1,0.9,6.71,5.45,1.16,0.10,807,Latin America and the Caribbean
,1960,25,29,13.6,74.2,32.3,10.6,7.5,1.7,1.2,5.20,4.59,0.55,0.06,798,Latin America and the Caribbean
,1960,30,34,13.6,74.2,32.3,10.6,7.0,1.7,1.3,5.19,4.59,0.54,0.06,786,Latin America and the Caribbean
,1960,35,39,13.6,74.2,31.1,10.6,7.0,1.7,1.4,5.15,4.54,0.54,0.06,719,Latin America and the Caribbean
,1960,40,44,13.6,74.2,31.1,10.6,6.8,1.7,1.4,5.14,4.54,0.54,0.06,639,Latin America and the Caribbean
,1960,45,49,13.6,74.2,28.2,10.6,6.8,1.7,1.5,5.05,4.44,0.54,0.06,586,Latin America and the Caribbean
,1960,50,54,13.6,74.2,28.2,10.6,6.7,1.7,1.5,5.05,4.44,0.54,0.06,510,Latin America and the Caribbean
,1960,55,59,13.6,74.2,27.6,10.6,6.7,1.7,1.5,5.02,4.42,0.54,0.06,416,Latin America and the Caribbean
,1960,60,64,13.6,74.2,27.6,10.6,6.6,1.7,1.5,5.02,4.42,0.54,0.06,326,Latin America and the Caribbean
,1960,65,69,13.6,74.2,27.6,10.6,6.6,1.7,1.6,5.02,4.42,0.54,0.07,240,Latin America and the Caribbean
,1960,70,74,13.6,74.2,27.6,10.6,6.6,1.7,1.6,5.02,4.42,0.54,0.07,170,Latin America and the Caribbean
,1960,75,+,13.6,74.2,27.6,10.6,6.6,1.7,1.6,5.02,4.42,0.54,0.07,174,Latin America and the Caribbean
,1960,25,+,13.6,74.2,30.0,10.6,6.9,1.7,1.4,5.11,4.51,0.54,0.06,5364,Latin America and the Caribbean
,1960,15,+,11.4,72.6,30.8,14.2,8.7,2.0,1.3,5.51,4.75,0.70,0.07,7028,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1965,15,19,1.9,63.8,30.6,31.2,8.3,3.2,0.0,7.03,5.71,1.26,0.06,960,Latin America and the Caribbean
,1965,20,24,4.5,67.5,33.8,22.8,18.0,5.2,1.1,6.94,5.51,1.30,0.13,863,Latin America and the Caribbean
,1965,25,29,4.6,68.9,34.5,21.9,16.3,4.6,3.1,6.84,5.47,1.21,0.15,809,Latin America and the Caribbean
,1965,30,34,10.2,75.0,32.7,12.7,9.0,2.1,1.5,5.54,4.80,0.66,0.07,796,Latin America and the Caribbean
,1965,35,39,10.2,75.0,32.7,12.7,8.5,2.1,1.6,5.53,4.80,0.65,0.07,781,Latin America and the Caribbean
,1965,40,44,11.3,75.8,31.7,11.3,7.5,1.6,1.3,5.29,4.66,0.57,0.06,711,Latin America and the Caribbean
,1965,45,49,11.3,75.8,31.7,11.3,7.3,1.6,1.3,5.29,4.66,0.56,0.06,629,Latin America and the Caribbean
,1965,50,54,13.6,74.9,28.5,10.2,6.6,1.4,1.2,4.98,4.43,0.51,0.05,571,Latin America and the Caribbean
,1965,55,59,13.6,74.9,28.5,10.2,6.5,1.4,1.2,4.98,4.43,0.51,0.05,490,Latin America and the Caribbean
,1965,60,64,17.3,72.4,26.9,9.1,5.8,1.2,1.0,4.69,4.19,0.45,0.04,391,Latin America and the Caribbean
,1965,65,69,17.4,72.6,27.0,8.8,5.5,1.2,1.0,4.66,4.18,0.43,0.04,297,Latin America and the Caribbean
,1965,70,74,17.3,72.1,26.8,9.3,5.9,1.3,1.1,4.71,4.20,0.46,0.05,206,Latin America and the Caribbean
,1965,75,+,17.3,72.1,26.8,9.3,5.9,1.3,1.1,4.71,4.20,0.46,0.05,220,Latin America and the Caribbean
,1965,25,+,11.7,73.8,30.9,12.5,8.4,2.0,1.6,5.40,4.68,0.64,0.07,5901,Latin America and the Caribbean
,1965,15,+,9.6,71.9,31.3,16.0,10.1,2.5,1.6,5.80,4.91,0.81,0.08,7724,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1970,15,19,3.0,57.2,28.7,37.4,10.8,2.3,0.0,7.28,5.79,1.45,0.05,1061,Latin America and the Caribbean
,1970,20,24,3.2,59.5,32.1,28.2,24.1,9.0,1.9,7.81,5.81,1.78,0.22,967,Latin America and the Caribbean
,1970,25,29,4.5,67.5,33.8,22.8,18.3,5.2,3.7,6.99,5.51,1.31,0.18,865,Latin America and the Caribbean
,1970,30,34,4.5,67.5,33.8,22.8,17.1,5.2,3.5,6.97,5.51,1.29,0.17,807,Latin America and the Caribbean
,1970,35,39,6.1,76.0,33.1,15.2,10.7,2.6,1.9,5.95,5.06,0.80,0.09,791,Latin America and the Caribbean
,1970,40,44,6.1,76.0,33.1,15.2,10.0,2.6,2.0,5.94,5.06,0.79,0.09,773,Latin America and the Caribbean
,1970,45,49,8.6,77.9,32.6,12.1,8.0,1.5,1.2,5.47,4.82,0.60,0.05,700,Latin America and the Caribbean
,1970,50,54,8.6,77.9,32.6,12.1,7.6,1.5,1.2,5.46,4.82,0.59,0.05,614,Latin America and the Caribbean
,1970,55,59,13.5,75.8,28.8,9.7,6.1,1.0,0.7,4.91,4.41,0.46,0.03,550,Latin America and the Caribbean
,1970,60,64,13.5,75.8,28.8,9.7,6.1,1.0,0.7,4.91,4.41,0.46,0.03,462,Latin America and the Caribbean
,1970,65,69,21.9,70.3,26.1,7.2,4.5,0.6,0.4,4.28,3.92,0.34,0.02,357,Latin America and the Caribbean
,1970,70,74,21.9,70.3,26.1,7.2,4.4,0.6,0.4,4.28,3.92,0.33,0.02,255,Latin America and the Caribbean
,1970,75,+,21.9,70.3,26.1,7.2,4.4,0.6,0.4,4.28,3.92,0.33,0.02,274,Latin America and the Caribbean
,1970,25,+,9.4,72.7,31.2,15.5,10.6,2.5,1.8,5.78,4.89,0.80,0.09,6448,Latin America and the Caribbean
,1970,15,+,8.0,69.8,31.6,19.0,12.4,3.2,1.9,6.18,5.10,0.98,0.10,8476,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1975,15,19,2.2,50.5,28.9,37.6,11.6,9.8,0.0,8.13,6.09,1.85,0.20,1126,Latin America and the Caribbean
,1975,20,24,3.1,54.6,32.5,30.2,27.5,12.2,2.6,8.37,6.01,2.07,0.30,1084,Latin America and the Caribbean
,1975,25,29,3.2,57.3,33.6,29.1,24.9,10.4,6.8,8.19,5.95,1.89,0.34,979,Latin America and the Caribbean
,1975,30,34,6.1,69.6,34.8,19.9,16.0,4.4,3.1,6.64,5.35,1.14,0.15,870,Latin America and the Caribbean
,1975,35,39,6.1,69.6,34.8,19.9,15.0,4.4,3.0,6.62,5.35,1.12,0.15,807,Latin America and the Caribbean
,1975,40,44,7.0,74.3,35.6,15.8,11.1,3.0,2.1,6.10,5.16,0.84,0.10,786,Latin America and the Caribbean
,1975,45,49,7.0,74.3,35.6,15.8,10.4,3.0,2.3,6.09,5.16,0.83,0.10,763,Latin America and the Caribbean
,1975,50,54,8.4,75.2,35.7,14.0,9.3,2.4,1.9,5.84,5.03,0.72,0.08,686,Latin America and the Caribbean
,1975,55,59,8.4,75.2,35.7,14.0,8.9,2.4,1.9,5.83,5.03,0.72,0.09,593,Latin America and the Caribbean
,1975,60,64,11.1,74.1,34.3,12.7,8.0,2.1,1.8,5.56,4.83,0.65,0.08,522,Latin America and the Caribbean
,1975,65,69,11.1,74.7,34.6,12.2,7.6,2.0,1.7,5.50,4.81,0.62,0.07,425,Latin America and the Caribbean
,1975,70,74,15.7,71.4,32.8,11.2,7.0,1.8,1.5,5.18,4.55,0.56,0.07,310,Latin America and the Caribbean
,1975,75,+,15.7,71.4,32.8,11.2,6.9,1.8,1.5,5.18,4.55,0.56,0.07,345,Latin America and the Caribbean
,1975,25,+,7.9,70.8,35.0,17.4,12.4,4.0,3.0,6.31,5.20,0.97,0.14,7086,Latin America and the Caribbean
,1975,15,+,6.6,66.4,34.2,21.3,14.6,5.6,3.4,6.81,5.41,1.21,0.18,9296,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1980,15,19,1.5,42.6,25.3,50.9,11.5,5.0,0.0,8.40,6.29,2.01,0.10,1152,Latin America and the Caribbean
,1980,20,24,2.2,46.5,30.2,35.8,24.1,15.6,3.3,9.00,6.28,2.33,0.38,1122,Latin America and the Caribbean
,1980,25,29,3.1,54.6,33.2,30.2,20.8,12.2,6.3,8.34,6.04,1.93,0.37,1078,Latin America and the Caribbean
,1980,30,34,3.1,54.6,33.2,30.2,20.8,12.2,7.9,8.37,6.04,1.93,0.40,973,Latin America and the Caribbean
,1980,35,39,8.1,72.1,36.0,16.4,11.5,3.4,2.4,6.18,5.17,0.89,0.12,863,Latin America and the Caribbean
,1980,40,44,8.1,72.1,36.0,16.4,11.5,3.4,2.3,6.17,5.17,0.89,0.11,797,Latin America and the Caribbean
,1980,45,49,8.1,72.1,36.0,16.4,11.9,3.4,2.4,6.19,5.17,0.90,0.12,773,Latin America and the Caribbean
,1980,50,54,8.1,72.1,36.0,16.4,11.9,3.4,2.6,6.19,5.17,0.90,0.12,745,Latin America and the Caribbean
,1980,55,59,8.1,72.1,36.0,16.4,11.9,3.4,2.7,6.19,5.17,0.90,0.12,662,Latin America and the Caribbean
,1980,60,64,8.1,72.1,36.0,16.4,11.9,3.4,2.8,6.19,5.17,0.90,0.12,563,Latin America and the Caribbean
,1980,65,69,8.1,72.1,36.0,16.4,12.1,3.4,3.0,6.20,5.17,0.90,0.13,481,Latin America and the Caribbean
,1980,70,74,8.1,72.1,36.0,16.4,12.1,3.4,3.0,6.20,5.17,0.90,0.13,371,Latin America and the Caribbean
,1980,75,+,8.1,72.1,36.0,16.4,12.1,3.4,3.0,6.20,5.17,0.90,0.13,429,Latin America and the Caribbean
,1980,25,+,6.7,67.3,35.2,20.1,14.3,5.8,3.7,6.77,5.40,1.18,0.19,7735,Latin America and the Caribbean
,1980,15,+,5.7,62.3,34.2,25.4,16.5,6.8,3.2,7.25,5.62,1.43,0.20,10009,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1985,15,19,1.2,34.4,23.2,52.6,16.5,11.9,0.0,9.26,6.53,2.50,0.24,1218,Latin America and the Caribbean
,1985,20,24,2.3,41.0,28.8,33.7,30.5,23.0,4.9,9.74,6.41,2.77,0.56,1158,Latin America and the Caribbean
,1985,25,29,2.2,44.0,30.4,34.8,30.9,18.9,7.7,9.51,6.37,2.61,0.53,1122,Latin America and the Caribbean
,1985,30,34,3.3,52.8,33.9,30.0,25.4,13.9,7.1,8.63,6.11,2.10,0.42,1072,Latin America and the Caribbean
,1985,35,39,3.3,52.8,33.9,30.0,24.2,13.9,9.0,8.64,6.11,2.08,0.46,965,Latin America and the Caribbean
,1985,40,44,8.0,67.4,39.0,20.0,15.4,4.7,3.3,6.75,5.45,1.14,0.16,853,Latin America and the Caribbean
,1985,45,49,8.0,67.4,39.0,20.0,14.7,4.7,3.2,6.74,5.45,1.13,0.16,785,Latin America and the Caribbean
,1985,50,54,7.5,71.7,38.7,16.7,11.8,4.1,2.9,6.40,5.32,0.94,0.14,756,Latin America and the Caribbean
,1985,55,59,7.5,71.7,38.7,16.7,11.3,4.1,3.2,6.40,5.32,0.93,0.15,722,Latin America and the Caribbean
,1985,60,64,10.1,72.6,36.3,14.4,9.8,2.9,2.3,5.90,5.02,0.77,0.10,631,Latin America and the Caribbean
,1985,65,69,10.2,73.0,36.5,13.9,9.2,2.8,2.3,5.85,5.01,0.74,0.10,523,Latin America and the Caribbean
,1985,70,74,10.1,72.3,36.1,14.7,9.7,3.0,2.6,5.92,5.03,0.78,0.11,425,Latin America and the Caribbean
,1985,75,+,10.1,72.3,36.1,14.7,9.6,3.0,2.6,5.92,5.03,0.78,0.11,533,Latin America and the Caribbean
,1985,25,+,6.5,62.8,36.6,22.4,17.0,8.3,5.5,7.33,5.63,1.43,0.28,8387,Latin America and the Caribbean
,1985,15,+,5.5,57.2,34.7,27.0,19.5,10.3,5.6,7.86,5.83,1.72,0.32,10763,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1990,15,19,1.2,28.1,19.3,58.7,18.9,12.0,0.0,9.59,6.61,2.74,0.24,1387,Latin America and the Caribbean
,1990,20,24,1.8,33.1,24.5,34.6,31.3,30.5,6.5,10.50,6.57,3.19,0.74,1224,Latin America and the Caribbean
,1990,25,29,2.3,41.0,29.1,33.7,30.5,23.0,7.4,9.80,6.42,2.77,0.61,1169,Latin America and the Caribbean
,1990,30,34,2.3,41.0,29.1,33.7,30.1,23.0,9.4,9.83,6.42,2.76,0.65,1126,Latin America and the Caribbean
,1990,35,39,3.6,50.8,33.4,29.8,25.4,16.0,8.2,8.84,6.15,2.20,0.48,1065,Latin America and the Caribbean
,1990,40,44,3.6,50.8,33.4,29.8,24.0,16.0,10.4,8.85,6.15,2.17,0.53,956,Latin America and the Caribbean
,1990,45,49,7.8,61.6,37.9,24.4,18.7,6.2,4.4,7.25,5.62,1.42,0.21,841,Latin America and the Caribbean
,1990,50,54,7.8,61.6,37.9,24.4,17.8,6.2,4.2,7.23,5.62,1.40,0.21,768,Latin America and the Caribbean
,1990,55,59,6.8,71.2,39.7,17.0,11.9,5.0,3.6,6.59,5.42,1.00,0.17,733,Latin America and the Caribbean
,1990,60,64,6.8,71.2,39.7,17.0,11.3,5.0,3.8,6.58,5.42,0.99,0.18,689,Latin America and the Caribbean
,1990,65,69,12.6,73.2,36.6,11.9,7.9,2.3,1.8,5.55,4.84,0.63,0.08,588,Latin America and the Caribbean
,1990,70,74,12.6,73.2,36.6,11.9,7.7,2.3,1.9,5.55,4.84,0.63,0.08,464,Latin America and the Caribbean
,1990,75,+,12.6,73.2,36.6,11.9,7.7,2.3,2.0,5.55,4.84,0.63,0.09,641,Latin America and the Caribbean
,1990,25,+,6.2,57.5,34.7,24.5,19.0,11.8,7.3,7.86,5.77,1.71,0.38,9040,Latin America and the Caribbean
,1990,15,+,5.2,51.5,32.9,29.6,21.8,13.7,6.9,8.41,5.99,2.01,0.41,11651,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1995,15,19,1.4,28.5,22.5,69.5,19.6,0.6,0.0,9.21,6.69,2.51,0.01,1650,Latin America and the Caribbean
,1995,20,24,1.5,30.8,25.3,52.1,42.4,15.6,3.3,10.27,6.70,3.19,0.38,1388,Latin America and the Caribbean
,1995,25,29,1.9,33.9,27.0,38.7,30.8,25.6,6.6,10.33,6.63,3.06,0.64,1226,Latin America and the Caribbean
,1995,30,34,2.5,41.2,31.3,35.8,28.0,20.6,6.7,9.69,6.48,2.66,0.54,1168,Latin America and the Caribbean
,1995,35,39,2.5,41.2,31.3,35.8,27.7,20.6,8.4,9.72,6.48,2.66,0.58,1119,Latin America and the Caribbean
,1995,40,44,3.8,50.2,35.1,31.3,23.9,14.7,7.6,8.80,6.20,2.15,0.44,1055,Latin America and the Caribbean
,1995,45,49,3.8,50.2,35.1,31.3,23.3,14.7,9.5,8.83,6.20,2.14,0.48,943,Latin America and the Caribbean
,1995,50,54,6.9,60.9,39.1,25.0,18.3,7.3,5.2,7.49,5.76,1.48,0.25,824,Latin America and the Caribbean
,1995,55,59,6.9,60.9,39.1,25.0,17.9,7.3,4.9,7.47,5.76,1.47,0.24,746,Latin America and the Caribbean
,1995,60,64,8.0,70.9,40.4,16.3,11.7,4.8,3.4,6.50,5.37,0.96,0.16,702,Latin America and the Caribbean
,1995,65,69,8.1,71.5,40.8,15.8,11.1,4.7,3.6,6.45,5.36,0.93,0.16,645,Latin America and the Caribbean
,1995,70,74,11.2,72.0,39.8,13.6,9.5,3.3,2.6,5.97,5.09,0.76,0.12,527,Latin America and the Caribbean
,1995,75,+,11.2,72.0,39.8,13.6,9.4,3.3,2.8,5.97,5.09,0.76,0.12,749,Latin America and the Caribbean
,1995,25,+,5.3,53.5,36.4,27.8,20.8,13.4,7.5,8.37,6.03,1.92,0.42,9704,Latin America and the Caribbean
,1995,15,+,4.4,47.8,33.9,35.9,24.9,12.0,5.4,8.73,6.21,2.17,0.35,12742,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2000,15,19,0.7,35.4,31.6,63.8,14.1,0.0,0.0,9.01,6.82,2.20,0.00,1610,Latin America and the Caribbean
,2000,20,24,1.2,28.9,24.9,65.7,49.2,4.3,0.9,10.05,6.78,3.17,0.10,1640,Latin America and the Caribbean
,2000,25,29,1.5,30.8,25.9,52.1,37.5,15.6,3.2,10.19,6.72,3.09,0.38,1378,Latin America and the Caribbean
,2000,30,34,1.9,34.8,28.7,43.6,30.2,19.7,5.1,10.04,6.65,2.89,0.49,1217,Latin America and the Caribbean
,2000,35,39,2.7,41.3,32.3,38.4,25.8,17.6,5.7,9.51,6.50,2.55,0.47,1159,Latin America and the Caribbean
,2000,40,44,2.7,41.3,32.3,38.4,25.8,17.6,7.2,9.54,6.50,2.55,0.50,1109,Latin America and the Caribbean
,2000,45,49,4.1,49.6,35.6,33.2,22.8,13.2,6.8,8.73,6.22,2.11,0.40,1041,Latin America and the Caribbean
,2000,50,54,4.1,49.6,35.6,33.2,22.8,13.2,8.5,8.77,6.22,2.11,0.43,925,Latin America and the Caribbean
,2000,55,59,5.7,60.0,39.3,25.7,18.0,8.6,6.1,7.73,5.88,1.56,0.29,801,Latin America and the Caribbean
,2000,60,64,5.7,60.0,39.3,25.7,18.0,8.6,5.8,7.72,5.88,1.56,0.29,715,Latin America and the Caribbean
,2000,65,69,9.5,70.4,40.6,15.5,11.2,4.6,3.3,6.36,5.29,0.92,0.16,658,Latin America and the Caribbean
,2000,70,74,9.5,70.4,40.6,15.5,11.2,4.6,3.5,6.37,5.29,0.92,0.16,582,Latin America and the Caribbean
,2000,75,+,9.5,70.4,40.6,15.5,11.2,4.6,3.8,6.37,5.29,0.92,0.17,923,Latin America and the Caribbean
,2000,25,+,4.5,49.4,34.4,33.3,23.1,12.8,5.4,8.62,6.16,2.10,0.36,10508,Latin America and the Caribbean
,2000,15,+,3.7,45.3,32.9,40.7,25.2,10.3,4.2,8.84,6.31,2.24,0.29,13758,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2005,15,19,0.2,27.5,25.3,72.3,22.1,0.0,0.0,9.52,6.91,2.61,0.00,1660,Latin America and the Caribbean
,2005,20,24,0.2,21.7,20.1,72.7,59.0,5.4,1.1,10.69,6.93,3.63,0.13,1602,Latin America and the Caribbean
,2005,25,29,0.9,27.7,24.2,52.6,39.1,18.9,3.1,10.56,6.82,3.30,0.44,1630,Latin America and the Caribbean
,2005,30,34,0.3,32.0,27.8,48.9,34.1,18.8,3.8,10.38,6.83,3.09,0.45,1369,Latin America and the Caribbean
,2005,35,39,0.7,40.6,33.7,41.5,27.9,17.1,4.4,9.80,6.71,2.66,0.43,1209,Latin America and the Caribbean
,2005,40,44,0.7,40.6,33.7,41.5,27.9,17.1,5.6,9.82,6.71,2.66,0.45,1148,Latin America and the Caribbean
,2005,45,49,1.6,47.3,36.2,36.7,25.6,14.5,5.9,9.24,6.50,2.33,0.41,1095,Latin America and the Caribbean
,2005,50,54,1.6,47.3,36.2,36.7,25.6,14.5,7.4,9.28,6.50,2.33,0.44,1022,Latin America and the Caribbean
,2005,55,59,3.1,62.0,41.8,27.5,18.8,7.4,4.8,7.89,6.08,1.57,0.24,900,Latin America and the Caribbean
,2005,60,64,3.1,62.0,41.8,27.5,18.8,7.4,5.3,7.90,6.08,1.57,0.25,769,Latin America and the Caribbean
,2005,65,69,3.1,62.0,41.8,27.5,18.8,7.4,5.0,7.89,6.08,1.57,0.25,672,Latin America and the Caribbean
,2005,70,74,3.1,62.0,41.8,27.5,18.8,7.4,5.2,7.90,6.08,1.57,0.25,597,Latin America and the Caribbean
,2005,75,+,3.1,62.0,41.8,27.5,18.8,7.4,5.9,7.91,6.08,1.57,0.27,1093,Latin America and the Caribbean
,2005,25,+,1.3,42.5,35.0,40.9,26.6,15.3,5.0,9.21,6.48,2.36,0.37,11504,Latin America and the Caribbean
,2005,15,+,1.0,37.7,32.3,49.4,29.6,11.9,4.0,9.41,6.58,2.53,0.30,14766,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2010,15,19,0.2,25.1,23.4,70.2,20.5,4.5,0.0,9.02,5.94,2.99,0.09,1706,Latin America and the Caribbean
,2010,20,24,0.2,27.8,27.1,55.4,48.0,16.6,3.5,10.81,6.96,3.45,0.40,1659,Latin America and the Caribbean
,2010,25,29,0.2,21.7,20.1,72.7,59.0,5.4,0.7,10.68,6.93,3.63,0.12,1599,Latin America and the Caribbean
,2010,30,34,0.9,27.7,24.2,52.6,39.1,18.9,3.1,10.56,6.82,3.30,0.44,1626,Latin America and the Caribbean
,2010,35,39,0.3,32.0,27.8,48.9,34.1,18.8,3.8,10.38,6.83,3.09,0.45,1363,Latin America and the Caribbean
,2010,40,44,0.7,40.6,33.7,41.5,27.9,17.1,4.4,9.80,6.71,2.66,0.43,1201,Latin America and the Caribbean
,2010,45,49,0.7,40.6,33.7,41.5,27.9,17.1,5.6,9.82,6.71,2.66,0.45,1136,Latin America and the Caribbean
,2010,50,54,1.6,47.3,36.2,36.7,25.6,14.5,5.9,9.24,6.50,2.33,0.41,1077,Latin America and the Caribbean
,2010,55,59,1.6,47.3,36.2,36.7,25.6,14.5,7.4,9.28,6.50,2.33,0.44,997,Latin America and the Caribbean
,2010,60,64,3.1,62.0,41.8,27.5,18.8,7.4,4.8,7.89,6.08,1.57,0.24,867,Latin America and the Caribbean
,2010,65,69,3.1,62.0,41.8,27.5,18.8,7.4,5.3,7.90,6.08,1.57,0.25,726,Latin America and the Caribbean
,2010,70,74,3.0,59.9,40.4,29.3,20.0,7.8,5.3,8.04,6.11,1.67,0.26,614,Latin America and the Caribbean
,2010,75,+,3.0,59.9,40.4,29.3,20.0,7.8,6.0,8.06,6.11,1.67,0.28,1229,Latin America and the Caribbean
,2010,25,+,1.4,42.3,32.5,43.4,31.3,13.0,4.4,9.48,6.56,2.58,0.35,12435,Latin America and the Caribbean
